,data_pregao,cod_acao,nome_emp,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,qtd_negocios,vol_financeiro,perc_fechamento,perc_max
145027,2022-08-23,VLOE34,VALERO ENER,303.32,303.32,303.32,303.32,50,1677350,0.0,-0.0
145032,2022-08-23,W1AB34,WABTEC CORP,233.88,233.88,233.88,233.88,10,304040,0.0,-0.0
145034,2022-08-23,W1BO34,WEIBO CORP,23.41,23.41,23.41,23.41,400,936400,0.0,-0.0
145037,2022-08-23,W1MC34,WASTE MANAG,444.35,444.35,444.35,444.35,10,444350,0.0,-0.0
145039,2022-08-23,W1YC34,WEYERHAEUSER,180.21,180.21,180.21,180.21,20,414480,0.0,-0.0
145055,2022-08-23,Z1TS34,ZOETIS INC,206.66,206.66,206.66,206.66,20,516650,0.0,-0.0
152024,2022-08-24,A1EG34,AEGON NV,23.36,23.36,23.36,23.36,160,376090,0.0,-0.0
152037,2022-08-24,A1RG34,ARGENX SE,79.4,79.4,79.4,79.4,160,1302160,0.0,-0.0
152046,2022-08-24,A2RE34,ARES MANAGEM,38.72,38.72,38.72,38.72,40,181980,0.0,-0.0
152084,2022-08-24,ASAI3,ASSAI,17.8,17.92,17.64,17.8,5807100,-2147483648,0.0,1.562500000000011
152085,2022-08-24,ASML34,ASML HOLD,2696.29,2696.29,2696.29,2696.29,10,2696290,0.0,-0.0
152122,2022-08-24,BBSE3,BBSEGURIDADE,28.5,28.82,28.5,28.5,3153600,-2147483648,0.0,1.1103400416377474
152128,2022-08-24,BCNY39,BKR CHINA A,58.5,58.5,58.5,58.5,30,175500,0.0,-0.0
152130,2022-08-24,BCSA34,SANTANDER,12.6,12.62,12.45,12.6,6630,8315730,0.0,1.347068145800312
152146,2022-08-24,BEWA39,MSCIAUSTRALI,38.27,38.27,38.27,38.27,4990,19112030,0.0,-0.0
152151,2022-08-24,BEWT39,MSCI TAIWAN,41.56,41.56,41.56,41.56,10,41560,0.0,-0.0
152153,2022-08-24,BEWW39,MSCI MEXICO,60.26,60.26,60.26,60.26,5050,30443350,0.0,-0.0
152166,2022-08-24,BIBB39,ICE BIOTECH,42.5,42.5,42.5,42.5,250,1066750,0.0,-0.0
152172,2022-08-24,BIGF39,GLOBAL INFRA,62.58,62.58,62.58,62.58,1500,9387000,0.0,-0.0
152173,2022-08-24,BIJH39,CORE MIDCAP,64.73,64.73,64.73,64.73,660,4323960,0.0,-0.0
152182,2022-08-24,BIWM39,RUSSELL 2000,49.21,49.21,49.21,49.21,58820,289458140,0.0,-0.0
152183,2022-08-24,BIXJ39,GLOBALHEALTH,51.6,51.6,51.6,51.6,20,134160,0.0,-0.0
152197,2022-08-24,BLUT4,B TECH EQI,0.45,0.46,0.44,0.45,90700,4078300,0.0,4.34782608695653
152199,2022-08-24,BMIN4,MERC INVEST,13.5,13.5,13.5,13.5,100,135000,0.0,-0.0
152207,2022-08-24,BOBR4,BOMBRIL,1.27,1.27,1.26,1.27,42900,5441400,0.0,0.7874015748031482
152217,2022-08-24,BQUA39,MSCIUSQUAL F,41.42,41.42,41.42,41.42,2020,8366840,0.0,-0.0
152225,2022-08-24,BRIV4,ALFA INVEST,6.75,6.75,6.75,6.75,1900,1288300,0.0,-0.0
152228,2022-08-24,BRKM6,BRASKEM,20.0,20.0,20.0,20.0,400,800000,0.0,-0.0
152235,2022-08-24,BSHY39,BKR 1 3 YRTR,52.8,52.8,52.8,52.8,50,264000,0.0,-0.0
152237,2022-08-24,BSLI3,BRB BANCO,21.0,21.0,21.0,21.0,100,210000,0.0,-0.0
152243,2022-08-24,BUSM39,MSCI US MVOL,47.47,47.47,47.47,47.47,1080,5159980,0.0,-0.0
152245,2022-08-24,BVLU39,MSCIUSVALUEF,49.13,49.13,49.13,49.13,470,2353320,0.0,-0.0
152246,2022-08-24,C1AH34,CARDINAL HEA,350.0,350.0,350.0,350.0,10,420000,0.0,-0.0
152249,2022-08-24,C1BS34,PARAMOUNT GL,128.11,128.11,128.11,128.11,20,269030,0.0,-0.0
152253,2022-08-24,C1HI34,CHINA PETROL,40.55,40.55,40.55,40.55,10,56770,0.0,-0.0
152254,2022-08-24,C1IC34,CIGNA CORP,365.19,365.19,365.19,365.19,70,2556330,0.0,-0.0
152266,2022-08-24,CAMB3,CAMBUCI,5.23,5.3,5.14,5.23,66600,34953600,0.0,3.018867924528301
152279,2022-08-24,CEEB3,COELBA,38.99,38.99,38.99,38.99,300,1169800,0.0,-0.0
152280,2022-08-24,CEED3,CEEE-D,39.9,39.9,39.9,39.9,100,399000,0.0,-0.0
152281,2022-08-24,CEPE5,CELPE,40.11,40.11,40.11,40.11,600,2406600,0.0,-0.0
152289,2022-08-24,CLSC3,CELESC,50.0,50.0,49.77,50.0,8100,40479100,0.0,0.45999999999999375
152297,2022-08-24,COGN3,COGNA ON,2.57,2.64,2.53,2.57,22969300,-2147483648,0.0,4.166666666666674
152303,2022-08-24,CPLE6,COPEL,7.14,7.22,7.11,7.14,4981300,-2147483648,0.0,1.5235457063711877
152310,2022-08-24,CRPG6,CRISTAL,30.35,30.35,30.35,30.35,300,910500,0.0,-0.0
152316,2022-08-24,CSRN3,COSERN,22.22,22.22,22.22,22.22,100,222200,0.0,-0.0
152320,2022-08-24,CTSA3,SANTANENSE,1.55,1.58,1.54,1.55,46900,7280000,0.0,2.5316455696202556
152329,2022-08-24,D1EX34,DEXCOM INC,8.84,8.84,8.84,8.84,20,22100,0.0,-0.0
152347,2022-08-24,DLTR34,DOLLAR TREE,423.06,423.06,423.06,423.06,80,3384480,0.0,-0.0
152355,2022-08-24,E1CL34,ECOLAB INC,212.0,212.0,212.0,212.0,10,212000,0.0,-0.0
152360,2022-08-24,E1RI34,ERICSSON LM,18.72,18.72,18.72,18.72,120,224640,0.0,-0.0
152366,2022-08-24,E2XA34,EXACT SCIENC,18.76,18.76,18.76,18.76,100,187600,0.0,-0.0
152368,2022-08-24,EALT3,ACO ALTONA,10.0,10.0,10.0,10.0,200,200000,0.0,-0.0
152400,2022-08-24,F1NI34,FIDELITY NAT,30.52,30.52,30.52,30.52,180,549360,0.0,-0.0
152422,2022-08-24,GEPA4,GER PARANAP,25.97,25.97,25.97,25.97,2100,5453700,0.0,-0.0
152424,2022-08-24,GETT4,GETNET BR,2.29,2.31,2.27,2.29,44200,10123900,0.0,1.7316017316017285
152430,2022-08-24,GILD34,GILEAD,162.0,162.0,162.0,162.0,30,502200,0.0,-0.0
152445,2022-08-24,H1DB34,HDFC BANK LT,63.97,63.97,63.97,63.97,10,70360,0.0,-0.0
152446,2022-08-24,H1RB34,HER BLOCK IN,236.66,236.66,236.66,236.66,410,9703060,0.0,-0.0
152458,2022-08-24,HBTS5,HABITASUL,33.34,33.34,33.34,33.34,100,333400,0.0,-0.0
152468,2022-08-24,I1RM34,IRON MOUNTAI,278.9,278.9,278.9,278.9,50,1394500,0.0,-0.0
152471,2022-08-24,I2RS34,INGERSOLL RD,42.12,42.12,42.12,42.12,160,707610,0.0,-0.0
152488,2022-08-24,J2AZ34,JAZZ PHARMAC,53.8,53.8,53.8,53.8,140,796240,0.0,-0.0
152510,2022-08-24,L1DO34,LEIDOS HOLDI,50.93,50.93,50.93,50.93,20,122230,0.0,-0.0
152533,2022-08-24,M1AS34,MASCO CORP,269.4,269.4,269.4,269.4,10,431040,0.0,-0.0
152534,2022-08-24,M1CB34,MOLSON COORS,288.4,288.4,288.4,288.4,20,576800,0.0,-0.0
152535,2022-08-24,M1CK34,MCKESSON COR,465.78,465.78,465.78,465.78,10,745240,0.0,-0.0
152577,2022-08-24,MSCD34,MASTERCARD,56.05,56.2,55.85,56.05,142980,802299910,0.0,0.6227758007117501
152581,2022-08-24,MTSA4,METISA,42.0,42.0,42.0,42.0,100,420000,0.0,-0.0
152589,2022-08-24,N1LS34,NIELSEN HOLD,141.62,141.62,141.62,141.62,140,1982680,0.0,-0.0
152593,2022-08-24,N1XP34,NXP SEMICOND,441.8,441.8,441.8,441.8,300,13254000,0.0,-0.0
152599,2022-08-24,NEXP3,NEXPE,0.55,0.56,0.54,0.55,149800,8213600,0.0,3.57142857142857
152614,2022-08-24,O2NS34,ON SEMICONDU,45.59,45.59,45.59,45.59,20,100290,0.0,-0.0
152628,2022-08-24,P2AN34,PALOALTO NET,47.99,47.99,47.99,47.99,30,167960,0.0,-0.0
152629,2022-08-24,P2AT34,UIPATH INC,11.04,11.04,11.04,11.04,200,220800,0.0,-0.0
152631,2022-08-24,P2LT34,PALANTIRTECH,13.9,13.9,13.9,13.9,1000,1390000,0.0,-0.0
152638,2022-08-24,PEAB3,PAR AL BAHIA,55.0,55.0,55.0,55.0,100,550000,0.0,-0.0
152656,2022-08-24,PORT3,WILSON SONS,8.95,9.15,8.94,8.95,847700,763481600,0.0,2.2950819672131195
152668,2022-08-24,Q2SC34,QUANTUMSCAPE,19.1,19.1,19.1,19.1,100,191000,0.0,-0.0
152701,2022-08-24,S1NP34,SYNOPSYS INC,456.84,456.84,456.84,456.84,700,31978800,0.0,-0.0
152707,2022-08-24,S1YY34,SYSCO CORP,219.34,219.34,219.34,219.34,350,7698830,0.0,-0.0
152712,2022-08-24,S2NA34,SNAP INC,9.21,9.21,9.21,9.21,770,714690,0.0,-0.0
152714,2022-08-24,S2QS34,SQUARESPACE,18.24,18.24,18.24,18.24,2170,3959900,0.0,-0.0
152718,2022-08-24,S2UI34,SUN COMMUN,41.44,41.44,41.44,41.44,10,70440,0.0,-0.0
152720,2022-08-24,S2YN34,SYNAPTICS,22.0,22.0,22.0,22.0,10,22000,0.0,-0.0
152732,2022-08-24,SCHW34,SCHWAB,93.51,93.51,93.51,93.51,10,149610,0.0,-0.0
152753,2022-08-24,STZB34,CONSTELLATIO,329.27,329.27,329.27,329.27,10,362190,0.0,-0.0
152769,2022-08-24,T2ER34,TERADYNE INC,26.17,26.17,26.17,26.17,30,102060,0.0,-0.0
152805,2022-08-24,U1HS34,UNIVERSAL HE,132.4,132.4,132.4,132.4,10,145640,0.0,-0.0
152808,2022-08-24,UBSG34,UBS GROUP,80.84,80.84,80.84,80.84,40,323360,0.0,-0.0
152816,2022-08-24,UPAC34,UNIONPACIFIC,304.3,304.3,304.3,304.3,20,730320,0.0,-0.0
152823,2022-08-24,V2MW34,VMWARE INC,50.45,50.45,50.45,50.45,10,75670,0.0,-0.0
152843,2022-08-24,W1EL34,WELLTOWER IN,198.4,198.4,198.4,198.4,10,337280,0.0,-0.0
152845,2022-08-24,W1MG34,WARNER MUSIC,35.96,35.96,35.96,35.96,30,122260,0.0,-0.0
152864,2022-08-24,Z1TS34,ZOETIS INC,208.97,208.97,208.97,208.97,20,417940,0.0,-0.0
160049,2022-08-25,A1TH34,AUTOHOME INC,19.2,19.44,18.33,19.2,140,278360,0.0,5.709876543209891
160050,2022-08-25,A1TT34,ALLSTATE COR,325.05,325.05,325.05,325.05,70,2275350,0.0,-0.0
160057,2022-08-25,A2RE34,ARES MANAGEM,39.55,39.55,39.55,39.55,80,324310,0.0,-0.0
160072,2022-08-25,AFLT3,AFLUENTE T,9.1,9.1,9.1,9.1,2000,1820000,0.0,-0.0
160082,2022-08-25,ALUP4,ALUPAR,9.52,9.59,9.45,9.52,13600,12936600,0.0,1.4598540145985495
160104,2022-08-25,AZEV4,AZEVEDO,2.54,2.6,2.45,2.54,65800,16592500,0.0,5.769230769230771
160108,2022-08-25,B1AX34,BAXTER INTER,152.25,152.25,152.25,152.25,10,197920,0.0,-0.0
160109,2022-08-25,B1BW34,BATHBODY,47.7,47.7,47.7,47.7,10,62010,0.0,-0.0
160119,2022-08-25,B1SX34,BOSTON SCIEN,213.22,213.22,213.22,213.22,10,298500,0.0,-0.0
160121,2022-08-25,B2UR34,BURLINGTONST,24.96,24.96,24.96,24.96,50,134780,0.0,-0.0
160127,2022-08-25,BAER39,US AEROSPACE,27.52,27.52,27.52,27.52,9560,26320120,0.0,-0.0
160155,2022-08-25,BEWA39,MSCIAUSTRALI,38.95,38.95,38.95,38.95,3050,11899220,0.0,-0.0
160156,2022-08-25,BEWC39,MSCI CANADA,45.8,45.8,45.8,45.8,2490,11404200,0.0,-0.0
160161,2022-08-25,BEWU39,MSCI UK,51.85,51.85,51.85,51.85,690,3598390,0.0,-0.0
160162,2022-08-25,BEWW39,MSCI MEXICO,60.78,60.78,60.78,60.78,2520,15371260,0.0,-0.0
160165,2022-08-25,BEZU39,MSCIEUROZONE,47.08,47.08,47.08,47.08,1470,6934880,0.0,-0.0
160173,2022-08-25,BIEF39,COREMSCIEAFE,38.79,38.79,38.79,38.79,1000,3879000,0.0,-0.0
160176,2022-08-25,BIEV39,EUROPE ETF,44.35,44.35,44.35,44.35,30,133050,0.0,-0.0
160179,2022-08-25,BILF39,LATIN AMER40,43.75,43.75,43.75,43.75,4410,19311250,0.0,-0.0
160195,2022-08-25,BLAU3,BLAU,32.0,32.18,31.4,32.0,132000,421180800,0.0,2.423865755127408
160196,2022-08-25,BLBT39,GX LITHIUM B,50.45,50.45,50.14,50.45,60,301450,0.0,0.6144697720515402
160199,2022-08-25,BLUT3,B TECH EQI,1.0,1.02,0.99,1.0,81800,8161700,0.0,2.941176470588236
160203,2022-08-25,BMKS3,BIC MONARK,300.0,320.0,278.0,300.0,20,772200,0.0,13.124999999999998
160205,2022-08-25,BMTU39,MSCIUSAMOM F,37.42,37.42,37.42,37.42,20,89800,0.0,-0.0
160227,2022-08-25,BRGE3,ALFA CONSORC,6.35,6.35,6.35,6.35,300,190500,0.0,-0.0
160228,2022-08-25,BRGE5,ALFA CONSORC,8.75,8.75,8.75,8.75,200,175000,0.0,-0.0
160231,2022-08-25,BRIV3,ALFA INVEST,5.39,5.39,5.39,5.39,100,53900,0.0,-0.0
160240,2022-08-25,BSHV39,BKR SHORT TR,56.3,56.3,56.3,56.3,760,4323840,0.0,-0.0
160246,2022-08-25,BTLT39,BKR 20YR TRS,38.0,38.0,38.0,38.0,100,380000,0.0,-0.0
160250,2022-08-25,BVLU39,MSCIUSVALUEF,49.94,49.94,49.94,49.94,4600,22987380,0.0,-0.0
160253,2022-08-25,C1BS34,PARAMOUNT GL,130.68,130.68,130.68,130.68,20,274420,0.0,-0.0
160263,2022-08-25,C1TV34,CORTEVA INC,80.7,80.7,80.63,80.7,20,185460,0.0,0.08674101610905982
160277,2022-08-25,CEDO4,CEDRO,4.35,4.35,4.35,4.35,100,43500,0.0,-0.0
160304,2022-08-25,CPRL34,CANAD PACIFI,105.04,105.04,105.04,105.04,10,105040,0.0,-0.0
160311,2022-08-25,CSAB4,SEG AL BAHIA,50.0,50.0,50.0,50.0,100,500000,0.0,-0.0
160321,2022-08-25,CTSA4,SANTANENSE,0.76,0.76,0.72,0.76,161600,11934900,0.0,5.263157894736848
160342,2022-08-25,DGCO34,DOLLAR GENER,626.85,626.85,626.85,626.85,20,1253700,0.0,-0.0
160361,2022-08-25,EAIN34,ELECTR ARTS,326.06,326.06,326.06,326.06,10,358660,0.0,-0.0
160366,2022-08-25,EKTR4,ELEKTRO,30.99,30.99,30.99,30.99,1100,3408900,0.0,-0.0
160381,2022-08-25,ENMT4,ENERGISA MT,83.19,83.19,83.19,83.19,700,5823300,0.0,-0.0
160384,2022-08-25,EQPA3,EQTL PARA,6.26,6.26,6.26,6.26,200,125200,0.0,-0.0
160387,2022-08-25,ESTR4,ESTRELA,44.99,44.99,44.99,44.99,100,449900,0.0,-0.0
160396,2022-08-25,F1RA34,FRANKLIN RES,141.21,141.21,141.21,141.21,10,141210,0.0,-0.0
160403,2022-08-25,FESA3,FERBASA,54.0,54.0,54.0,54.0,100,540000,0.0,-0.0
160406,2022-08-25,FIGE3,INVEST BEMGE,12.03,12.03,12.03,12.03,100,120300,0.0,-0.0
160418,2022-08-25,G2DI33,G2D INVEST,3.31,3.31,3.26,3.31,95250,31463260,0.0,1.5105740181268978
160437,2022-08-25,GPRO34,GOPRO,32.92,32.92,32.92,32.92,10,49380,0.0,-0.0
160466,2022-08-25,I2RS34,INGERSOLL RD,42.92,42.92,42.92,42.92,30,145920,0.0,-0.0
160492,2022-08-25,K1IM34,KIMCO REALTY,114.29,114.29,114.29,114.29,2750,31429750,0.0,-0.0
160504,2022-08-25,KRSA3,KORA SAUDE,2.95,2.98,2.88,2.95,16600,4844900,0.0,3.3557046979865834
160506,2022-08-25,L1CA34,LABORATORY C,300.6,300.6,300.6,300.6,10,300600,0.0,-0.0
160507,2022-08-25,L1DO34,LEIDOS HOLDI,50.75,50.75,50.75,50.75,40,218220,0.0,-0.0
160519,2022-08-25,LIPR3,ELETROPAR,70.0,70.0,70.0,70.0,100,700000,0.0,-0.0
160529,2022-08-25,M1DB34,MONGODB INC,92.16,92.16,92.16,92.16,20,184320,0.0,-0.0
160567,2022-08-25,MRVE3,MRV,10.26,10.37,10.15,10.26,4814300,-2147483648,0.0,2.121504339440683
160581,2022-08-25,N1LS34,NIELSEN HOLD,142.77,142.77,142.77,142.77,240,3426480,0.0,-0.0
160583,2022-08-25,N1UE34,NUCOR CORP,718.74,718.74,718.74,718.74,50,3593700,0.0,-0.0
160602,2022-08-25,O1MC34,OMNICOM GROU,178.79,178.79,178.79,178.79,10,250300,0.0,-0.0
160603,2022-08-25,O2HI34,OMEGA HEALTH,56.22,56.22,56.22,56.22,10,73080,0.0,-0.0
160616,2022-08-25,P1HM34,PULTEGROUP I,219.11,219.11,219.11,219.11,50,1095550,0.0,-0.0
160617,2022-08-25,P1KX34,POSCO HOLD,59.84,59.84,59.84,59.84,600,3590400,0.0,-0.0
160620,2022-08-25,P2AT34,UIPATH INC,11.2,11.2,11.2,11.2,50,56000,0.0,-0.0
160622,2022-08-25,P2LN34,PLANETFITNES,48.94,48.94,48.94,48.94,10,53830,0.0,-0.0
160631,2022-08-25,PEAB4,PAR AL BAHIA,84.49,84.49,84.49,84.49,100,844900,0.0,-0.0
160636,2022-08-25,PFIZ34,PFIZER,61.0,61.15,60.55,61.0,64380,391888930,0.0,0.9811937857726938
160637,2022-08-25,PFRM3,PROFARMA,3.8,3.9,3.78,3.8,128300,48886000,0.0,3.076923076923077
160647,2022-08-25,POMO3,MARCOPOLO,2.23,2.24,2.2,2.23,69500,15416900,0.0,1.7857142857142905
160657,2022-08-25,PTNT4,PETTENATI,6.0,6.05,5.91,6.0,6500,3902900,0.0,2.3140495867768562
160676,2022-08-25,REDE3,REDE ENERGIA,6.36,6.36,6.36,6.36,100,63600,0.0,-0.0
160698,2022-08-25,S1YY34,SYSCO CORP,220.46,220.46,220.46,220.46,10,308640,0.0,-0.0
160702,2022-08-25,S2NA34,SNAP INC,9.38,9.38,9.38,9.38,260,249500,0.0,-0.0
160707,2022-08-25,S2TW34,STARWOOD PRO,40.73,40.73,40.73,40.73,700,2851100,0.0,-0.0
160742,2022-08-25,STMN34,STMICROEL,187.1,187.1,187.1,187.1,10,205810,0.0,-0.0
160768,2022-08-25,TCSA3,TECNISA,3.1,3.2,3.1,3.1,226200,71096800,0.0,3.125
160772,2022-08-25,TEXA34,TEXAS INC,60.02,60.02,60.02,60.02,40,252080,0.0,-0.0
160812,2022-08-25,V2MW34,VMWARE INC,51.53,51.53,51.53,51.53,20,133970,0.0,-0.0
160822,2022-08-25,VIVR3,VIVER,0.63,0.64,0.62,0.63,1504900,95040900,0.0,3.125
160845,2022-08-25,WLMM4,WLM IND COM,25.3,25.3,25.3,25.3,100,253000,0.0,-0.0
160846,2022-08-25,WUNI34,WESTERNUNION,80.0,80.0,80.0,80.0,10,80000,0.0,-0.0
167879,2022-08-26,A1LN34,ALNYLAM PHAR,54.65,54.65,54.65,54.65,20,109300,0.0,-0.0
167893,2022-08-26,A2MR34,AMYRIS INC,16.15,16.15,16.15,16.15,30,48450,0.0,-0.0
167908,2022-08-26,AFLT3,AFLUENTE T,9.1,9.1,9.06,9.1,3600,3273800,0.0,0.4395604395604269
167936,2022-08-26,AURE3,AUREN,14.11,14.27,13.99,14.11,1356300,1912623100,0.0,1.962158374211631
167938,2022-08-26,AVLL3,ALPHAVILLE,22.0,22.0,22.0,22.0,5700,12540000,0.0,-0.0
167949,2022-08-26,B1MR34,BIOMARIN PHA,231.6,231.6,231.6,231.6,40,949560,0.0,-0.0
167952,2022-08-26,B1RF34,BROADRIDGE F,223.79,223.79,223.79,223.79,40,895160,0.0,-0.0
167962,2022-08-26,BAER39,US AEROSPACE,26.68,26.68,26.68,26.68,21190,56542920,0.0,-0.0
167964,2022-08-26,BAUH4,EXCELSIOR,77.9,77.9,77.9,77.9,1000,7790000,0.0,-0.0
167986,2022-08-26,BEGU39,TRUSTMSCI US,46.0,46.0,46.0,46.0,8160,37568200,0.0,-0.0
168004,2022-08-26,BHDV39,BKR CORE HDV,52.45,52.45,52.45,52.45,1100,5769500,0.0,-0.0
168009,2022-08-26,BICL39,BKR GL CLEAN,57.3,57.3,57.3,57.3,135770,777985020,0.0,-0.0
168020,2022-08-26,BILF39,LATIN AMER40,43.25,43.25,43.25,43.25,6220,26940420,0.0,-0.0
168038,2022-08-26,BLUT3,B TECH EQI,1.0,1.01,0.96,1.0,79200,7807300,0.0,4.950495049504955
168040,2022-08-26,BMEB4,MERC BRASIL,10.24,10.24,10.24,10.24,900,921600,0.0,-0.0
168065,2022-08-26,BRIV3,ALFA INVEST,5.35,5.35,5.35,5.35,100,53500,0.0,-0.0
168075,2022-08-26,BSLI3,BRB BANCO,19.8,19.8,19.8,19.8,100,198000,0.0,-0.0
168076,2022-08-26,BSLI4,BRB BANCO,14.0,14.0,14.0,14.0,100,140000,0.0,-0.0
168080,2022-08-26,BSUS39,ESGMSCIUSA L,44.52,44.52,44.52,44.52,1700,7568400,0.0,-0.0
168085,2022-08-26,BVLU39,MSCIUSVALUEF,48.22,48.22,48.22,48.22,10480,50577950,0.0,-0.0
168090,2022-08-26,C1DN34,CADENCE DESI,452.83,452.83,452.83,452.83,800,36226400,0.0,-0.0
168098,2022-08-26,C1TV34,CORTEVA INC,79.73,79.73,79.73,79.73,10,79730,0.0,-0.0
168114,2022-08-26,CEEB3,COELBA,40.0,40.0,39.0,40.0,600,2390000,0.0,2.500000000000002
168123,2022-08-26,CLSC3,CELESC,50.0,50.0,50.0,50.0,1800,9000000,0.0,-0.0
168139,2022-08-26,CPRL34,CANAD PACIFI,105.04,105.04,105.04,105.04,10,105040,0.0,-0.0
168149,2022-08-26,CSRN3,COSERN,22.43,22.43,22.43,22.43,200,448600,0.0,-0.0
168150,2022-08-26,CSRN6,COSERN,24.98,24.98,24.98,24.98,100,249800,0.0,-0.0
168170,2022-08-26,D2KS34,DICKS SPORT,55.2,55.2,55.2,55.2,80,441600,0.0,-0.0
168191,2022-08-26,E1OG34,EOG RESOURCE,319.91,319.91,319.91,319.91,80,2559280,0.0,-0.0
168193,2022-08-26,E1RI34,ERICSSON LM,18.6,18.6,18.6,18.6,10,18600,0.0,-0.0
168199,2022-08-26,E2XA34,EXACT SCIENC,19.36,19.36,19.36,19.36,60,116160,0.0,-0.0
168254,2022-08-26,GDXB39,VE GOLD ETF,42.3,42.3,42.3,42.3,800,3384000,0.0,-0.0
168261,2022-08-26,GFSA3,GAFISA,1.24,1.27,1.2,1.24,8851200,1094341200,0.0,5.511811023622048
168272,2022-08-26,GPAR3,CELGPAR,39.5,39.5,39.5,39.5,100,395000,0.0,-0.0
168276,2022-08-26,GSHP3,GENERALSHOPP,25.06,25.06,25.06,25.06,200,501200,0.0,-0.0
168278,2022-08-26,H1AS34,HASBRO INC,205.89,205.89,205.89,205.89,40,988270,0.0,-0.0
168279,2022-08-26,H1CA34,HCA HEALTHCA,522.5,522.5,522.5,522.5,30,1985500,0.0,-0.0
168283,2022-08-26,H1RB34,HER BLOCK IN,237.68,237.68,237.68,237.68,330,7843440,0.0,-0.0
168294,2022-08-26,HETA4,HERCULES,4.87,4.88,4.87,4.87,600,292400,0.0,0.2049180327868827
168296,2022-08-26,HOND34,HONDA MO,134.4,134.4,134.4,134.4,10,134400,0.0,-0.0
168301,2022-08-26,I1QY34,IQIYI INC,10.21,10.21,10.21,10.21,2500,2552500,0.0,-0.0
168305,2022-08-26,I2RS34,INGERSOLL RD,41.14,41.14,41.11,41.14,50,222140,0.0,0.0729217306757457
168323,2022-08-26,J2AZ34,JAZZ PHARMAC,53.24,53.24,53.24,53.24,900,4807570,0.0,-0.0
168334,2022-08-26,K1SG34,KEYSIGHT TEC,428.8,428.8,428.8,428.8,20,986240,0.0,-0.0
168342,2022-08-26,KMIC34,KINDER MORGA,97.3,97.3,97.3,97.3,100,973000,0.0,-0.0
168351,2022-08-26,L1YV34,LIVE NATION,93.89,93.89,93.89,93.89,30,328610,0.0,-0.0
168352,2022-08-26,L2AZ34,LUMINAR TECH,21.95,21.95,21.95,21.95,10,21950,0.0,-0.0
168364,2022-08-26,LUXM4,TREVISA,78.15,78.15,78.15,78.15,200,1563000,0.0,-0.0
168367,2022-08-26,M1GM34,MGM RESORTS,174.06,174.06,174.06,174.06,90,1566540,0.0,-0.0
168368,2022-08-26,M1KC34,MCCORMICK,110.48,110.48,110.48,110.48,70,850690,0.0,-0.0
168370,2022-08-26,M1PC34,MARATHON PET,536.0,536.0,536.0,536.0,50,2680000,0.0,-0.0
168375,2022-08-26,M1TC34,MATCH GROUP,14.78,14.78,14.78,14.78,50,73900,0.0,-0.0
168376,2022-08-26,M1TT34,MARRIOTT INT,200.54,200.54,200.54,200.54,40,822210,0.0,-0.0
168392,2022-08-26,MGEL4,MANGELS INDL,19.07,19.07,19.07,19.07,200,381400,0.0,-0.0
168404,2022-08-26,MOTB39,VE MOAT ETF,43.5,43.5,43.5,43.5,40,191400,0.0,-0.0
168412,2022-08-26,MTIG4,METAL IGUACU,28.0,28.0,28.0,28.0,100,280000,0.0,-0.0
168420,2022-08-26,N1LS34,NIELSEN HOLD,141.67,141.67,141.67,141.67,240,3400080,0.0,-0.0
168424,2022-08-26,N1XP34,NXP SEMICOND,430.46,430.46,430.46,430.46,500,21523000,0.0,-0.0
168425,2022-08-26,N2ET34,CLOUDFLARE,19.0,19.0,19.0,19.0,10,19000,0.0,-0.0
168437,2022-08-26,NORD3,NORDON MET,6.98,6.98,6.98,6.98,200,139600,0.0,-0.0
168455,2022-08-26,P1GR34,THE PROGRESS,319.48,319.48,319.48,319.48,30,1022330,0.0,-0.0
168497,2022-08-26,PTNT4,PETTENATI,6.08,6.08,5.9,6.08,12400,7437100,0.0,2.960526315789469
168507,2022-08-26,R1KU34,ROKU INC,17.38,17.38,17.38,17.38,100,182490,0.0,-0.0
168529,2022-08-26,RPAD6,ALFA HOLDING,4.55,4.55,4.55,4.55,100,45500,0.0,-0.0
168548,2022-08-26,S2NA34,SNAP INC,9.05,9.05,9.05,9.05,170,156560,0.0,-0.0
168550,2022-08-26,S2QS34,SQUARESPACE,17.88,17.88,17.88,17.88,120,221710,0.0,-0.0
168575,2022-08-26,SIVR39,ABDEN SILV,30.73,30.73,30.73,30.73,3000,9219000,0.0,-0.0
168595,2022-08-26,T1AM34,ATLASSIAN CO,65.59,65.59,65.59,65.59,30,196770,0.0,-0.0
168612,2022-08-26,TASA3,TAURUS ARMAS,19.15,19.43,19.1,19.15,51800,99231000,0.0,1.6984045290787342
168623,2022-08-26,TJXC34,TJX COMPANIE,331.8,331.8,331.8,331.8,300,10186260,0.0,-0.0
175691,2022-08-29,A1IV34,APARTMENT IN,45.05,45.05,45.05,45.05,30,139650,0.0,-0.0
175694,2022-08-29,A1LK34,ALASKA AIR G,225.3,225.3,225.3,225.3,30,720960,0.0,-0.0
175696,2022-08-29,A1LN34,ALNYLAM PHAR,52.85,52.85,52.85,52.85,20,105700,0.0,-0.0
175703,2022-08-29,A1RG34,ARGENX SE,77.36,77.36,77.36,77.36,1000,7736000,0.0,-0.0
